SITIO,DBO_mg/L,DQO_mg/L,SST_mg/L,COLI_FEC_NMP_100mL,E_COLI_NMP_100mL,OD_PORC,TOX_D_48_UT,TOX_V_15_UT
840,0.0,0.0035,0.0,0.0,0.0,0.4294,0.001,0.0011
531,0.0142,0.0098,0.0001,0.0,0.0,0.4031,0.0064,0.0089
663,0.0142,0.0098,0.0004,0.0,0.0,0.403,0.0064,0.0089
158,0.0142,0.0098,0.0,0.0,0.0,0.4031,0.0064,0.0089
308,0.0142,0.0098,0.0001,0.0,0.0,0.4031,0.0064,0.0089
553,0.0142,0.0098,0.0001,0.0,0.0,0.4031,0.0064,0.0089
554,0.0142,0.0098,0.0002,0.0,0.0,0.403,0.0064,0.0089
552,0.0142,0.0098,0.0,0.0,0.0,0.4031,0.0064,0.0089
555,0.0142,0.0098,0.0,0.0,0.0,0.4031,0.0064,0.0089
137,0.0142,0.0098,0.0006,0.0,0.0,0.403,0.0064,0.0089
1093,0.0078,0.0012,0.0002,0.0,0.0,0.4181,0.0027,0.0031
1555,0.0099,0.0051,0.0004,0.0,0.0,0.1233,0.0,0.0
800,0.0062,0.0072,0.0011,0.0,0.0,0.4192,0.0021,0.0027
797,0.0262,0.016,0.0041,0.0,0.0,0.3865,0.0122,0.0149
796,0.007,0.0051,0.0008,0.0,0.0,0.4185,0.0024,0.0029
801,0.0038,0.003,0.0,0.0,0.0,0.4237,0.0008,0.001
799,0.0033,0.0033,0.0003,0.0,0.0,0.4245,0.0006,0.0007
798,0.004,0.0029,0.0002,0.0,0.0,0.4234,0.0009,0.0011
802,0.0064,0.0075,0.0001,0.0,0.0,0.419,0.0023,0.0028
633,0.0253,0.0165,0.0065,0.0,0.0,0.0168,0.0,0.0
634,0.0259,0.017,0.0066,0.0,0.0,0.0,0.0,0.0
635,0.0259,0.017,0.0066,0.0,0.0,0.0,0.0,0.0
636,0.0021,0.0016,0.0028,0.0,0.0,0.602,0.0,0.0
148,0.0304,0.0198,0.0065,0.0,0.0,0.0,0.0102,0.0253
149,0.0176,0.0115,0.0044,0.0,0.0,0.3252,0.0073,0.0122
147,0.0289,0.0188,0.0063,0.0,0.0,0.0392,0.0099,0.0237
699,0.0015,0.0012,0.0027,0.0,0.0,0.6174,0.0,0.0
700,0.0031,0.0023,0.0029,0.0,0.0,0.5753,0.0,0.0
698,0.0041,0.003,0.0031,0.0,0.0,0.5501,0.0,0.0
1032,0.0098,0.0066,0.004,0.0,0.0,0.4064,0.0,0.0
998,0.0168,0.0111,0.0051,0.0,0.0,0.2313,0.0,0.0
1057,0.0119,0.008,0.0043,0.0,0.0,0.3532,0.0,0.0
697,0.0025,0.0019,0.0028,0.0,0.0,0.5907,0.0,0.0
39,0.0056,0.0039,0.0025,0.0,0.0,0.6258,0.0046,0.0001
26,0.0052,0.0036,0.0025,0.0,0.0,0.6356,0.0045,0.0003
1585,0.0213,0.0039,0.0055,0.0,0.0,0.1261,0.006,0.0
1586,0.0101,0.0074,0.0038,0.0,0.0,0.4345,0.0042,0.0
751,0.0145,0.0096,0.004,0.0,0.0,0.4019,0.0066,0.0091
752,0.0145,0.0096,0.004,0.0,0.0,0.4019,0.0066,0.0091
1060,0.0145,0.0096,0.004,0.0,0.0,0.4019,0.0066,0.0091
1612,0.0145,0.0096,0.004,0.0,0.0,0.4019,0.0066,0.0091
136,0.0145,0.0096,0.004,0.0,0.0,0.4019,0.0066,0.0091
216,0.0145,0.0096,0.004,0.0,0.0,0.4019,0.0066,0.0091
169,0.0145,0.0096,0.004,0.0,0.0,0.4019,0.0066,0.0091
385,0.0145,0.0096,0.004,0.0,0.0,0.4019,0.0066,0.0091
47,0.0134,0.0089,0.0038,0.0,0.0,0.4289,0.0064,0.008
1647,0.0126,0.0083,0.0036,0.0,0.0,0.4513,0.0062,0.0071
189,0.0184,0.0121,0.0046,0.0,0.0,0.3027,0.0075,0.0131
199,0.0112,0.0074,0.0034,0.0,0.0,0.4863,0.0059,0.0057
105,0.009,0.006,0.0031,0.0,0.0,0.541,0.0054,0.0035
1645,0.0124,0.0082,0.0036,0.0,0.0,0.4541,0.0062,0.007
1642,0.0132,0.0087,0.0038,0.0,0.0,0.4352,0.0063,0.0077
1644,0.0154,0.0101,0.0041,0.0,0.0,0.3791,0.0068,0.01
72,0.1325,0.0539,0.0018,0.0,0.0005,1.1081,0.1625,0.5803
131,0.015,0.009,0.004,0.0,0.0,0.405,0.0065,0.0078
1581,0.0198,0.0032,0.0,0.0,0.0006,1.3502,0.1356,0.6705
1570,0.0003,0.0,0.0006,0.0,0.0,0.4257,0.0007,0.0002
1571,0.0005,0.0,0.0004,0.0,0.0,0.4255,0.0006,0.0003
975,0.0012,0.0011,0.0026,0.0,0.0,0.6202,0.0019,0.0
130,0.0145,0.0096,0.004,0.0,0.0,0.4019,0.0066,0.0091
326,0.0145,0.0096,0.004,0.0,0.0,0.4019,0.0066,0.0091
1641,0.0056,0.0038,0.0025,0.0,0.0,0.6265,0.0046,0.0
1660,0.0145,0.0096,0.004,0.0,0.0,0.4019,0.0066,0.0091
1697,0.0035,0.0039,0.0011,0.0,0.0,0.4239,0.0007,0.0008
1698,0.0014,0.001,0.0008,0.0,0.0,0.4276,0.0004,0.0006
901,0.0142,0.0099,0.0039,0.0,0.0,0.4023,0.0064,0.0088
1635,0.0268,0.0062,0.0001,0.0,0.0,0.3883,0.0121,0.0144
1634,0.1915,0.0547,0.0006,0.0,0.0,0.1301,0.0941,0.1125
503,0.2932,0.0797,0.006,0.0,0.0,0.0296,0.1445,0.1726
504,0.2491,0.0689,0.0054,0.0,0.0,0.0393,0.1226,0.1465
902,0.005,0.0025,0.0,0.0,0.0,0.422,0.0014,0.0017
903,0.003,0.001,0.0001,0.0,0.0,0.4253,0.0003,0.0004
904,0.0,0.0,0.0,0.0,0.0,0.4301,0.0011,0.0015
1603,0.0143,0.0098,0.0039,0.0,0.0,0.4017,0.0066,0.0092
495,0.0,0.0022,0.0,0.0,0.0,0.427,0.001,0.0004
490,0.0,0.0031,0.0,0.0,0.0,0.4268,0.001,0.0003
492,0.0,0.0014,0.0,0.0,0.0,0.4273,0.0011,0.0005
489,0.0,0.0014,0.0,0.0,0.0,0.4273,0.0011,0.0005
494,0.0,0.0014,0.0,0.0,0.0,0.4273,0.0011,0.0005
488,0.0,0.0022,0.0,0.0,0.0,0.427,0.001,0.0004
493,0.0,0.0014,0.0,0.0,0.0,0.4273,0.0011,0.0005
487,0.0,0.0022,0.0,0.0,0.0,0.427,0.001,0.0004
486,0.0,0.0031,0.0,0.0,0.0,0.4268,0.001,0.0003
202,0.0153,0.0085,0.0,0.0,0.0,0.4032,0.0067,0.0087
201,0.0153,0.0085,0.0,0.0,0.0,0.4032,0.0067,0.0087
150,0.5411,0.2044,0.0109,0.0,0.0,0.411,0.2701,0.319
785,0.0153,0.0086,0.004,0.0,0.0,0.4025,0.0066,0.0086
94,0.0153,0.0086,0.004,0.0,0.0,0.4025,0.0066,0.0086
174,0.0153,0.0086,0.004,0.0,0.0,0.4025,0.0066,0.0086
95,0.0153,0.0086,0.004,0.0,0.0,0.4025,0.0066,0.0086
57,0.0153,0.0086,0.004,0.0,0.0,0.4025,0.0066,0.0086
96,0.0153,0.0086,0.004,0.0,0.0,0.4025,0.0066,0.0086
815,0.0072,0.0,0.0,0.0,0.0,0.4165,0.0,0.0
808,0.0113,0.0,0.0037,0.0,0.0,0.4093,0.0045,0.0061
1694,0.0153,0.0087,0.004,0.0,0.0,0.4025,0.0066,0.0086
152,0.0206,0.0109,0.0003,0.0,0.0,0.2628,0.0059,0.0286
116,0.0706,0.0196,0.0001,0.4566,0.0,0.6342,23.716,413.1818
286,0.0116,0.0083,0.0001,0.0,0.0006,0.4667,0.1482,0.6052
285,0.0147,0.0117,0.0002,0.0,0.0004,0.5816,0.1185,0.4874
549,0.0,0.0101,0.0004,0.0,0.0,0.4032,0.0011,0.0088
550,0.0,0.0,0.0,0.0,0.0,0.371,0.0031,0.0208
551,0.0,0.0006,0.0,0.0,0.0,0.4167,0.0002,0.0036
143,0.0583,0.0269,0.0009,0.0,0.0,0.0133,0.0242,0.0382
